371,2010 Roy Family Wines Souzào,"This rosé wine  has just a whiff of pronounced jammy lime and ginger. The palette has a lingering flavor of medium-dry apricot, coconut, forest floor. Overall it is neutral and welcomes any meal.",9494,Domaine Drouhin,2,white,2023-10-18 12:11:45.987590,2023-10-18 12:11:47.957156
372,1993 Le gall Family Bukettraube,"This dessert wine is a pleasure to drink that has hints of medium stewed apricot and vanilla. The palette fills your mouth with off-dry lime, biscuit, fresh earth. Overall it is well balanced and leaves you satisfied.",6942,Far Niente,2,dessert,2023-10-18 12:11:47.972749,2023-10-18 12:11:50.103619
373,2018 Thomas Family Vineyards Shiraz,"This rosé wine is incredible and starts off with pronounced over-ripe red apple and ginger. The palette does not disappoint with sweet mango, vanilla, black olive. Overall it is good structure and lingers on for what seems like forever.",4788,Bollinger,2,sparkling,2023-10-18 12:11:50.134458,2023-10-18 12:11:52.290788
374,2009 Lucas Estates Estate Petit Verdot,"This red wine is enjoyable and has just a whiff of medium juicy red currant and black pepper. The palette continues on with dry bramble, coffee, green bell pepper. Overall it is neutral and lingers on for what seems like forever.",7017,Kim Crawford,2,red,2023-10-18 12:11:52.304762,2023-10-18 12:11:54.708129
375,1991 Dumont Family Wines Select Pinot Blanc,"This dessert wine is enjoyable and overwhelms the nose with pronounced juicy mango and mint. The palette dazzles the cheeks with off-dry mango, biscuit, black olive. Overall it is delicate and lacking nothing.",9004,Ponzi,2,rosé,2023-10-18 12:11:54.726520,2023-10-18 12:11:56.858339
376,2008 Caron Family Vineyards Marsanne,"This dessert wine is enjoyable and has hints of medium stewed nectarine and cinnamon. The palette has acid that tingles with a flavor of dry grape, cream, green bell pepper. Overall it is austere and satisfies.",8012,Duckhorn,2,dessert,2023-10-18 12:11:56.878190,2023-10-18 12:11:59.698980
377,1992 Jean Wines Estate Vineyard Muscadel,"This rosé wine is breath-taking attempt that overwhelms the nose with light jammy green apple and black pepper. The palette has a pronounced flavor of sweet nectarine, yeast, green bell pepper. Overall it is delicate and makes you yearn for the next sip.",4917,Chateau Haut Brion,2,dessert,2023-10-18 12:11:59.740859,2023-10-18 12:12:02.885641
378,1990 Roussel Family Estates Pinot Noir,"This sparkling wine is well-made and tickles the nose with light stewed mango and ginger. The palette has a lingering flavor of luscious red apple, butter, asparagus. Overall it is tingly and welcomes the senses.",5121,Barefoot,2,rosé,2023-10-18 12:12:02.905589,2023-10-18 12:12:05.420595
379,2002 Da silva Wines Riesling,"This sparkling wine  has odors of light jammy peach and eucalyptus. The palette fills your mouth with medium-dry passion fruit, yeast, cabbage. Overall it is neutral and ends with a lovely long finish.",6616,Catena Zapata,2,sparkling,2023-10-18 12:12:05.438896,2023-10-18 12:12:07.413510
380,2021 Vasseur Family Wines Muscat d'Alexandrie,"This rosé wine is one you'll enjoy that has hints of medium cooked peach and ginger. The palette continues on with medium-dry peach, coconut, asparagus. Overall it is refreshing and pleases any crowd.",8195,Tattinger,2,sparkling,2023-10-18 12:12:07.427963,2023-10-18 12:12:09.278163
381,2016 Laurent Family Wines Syrah,"This rosé wine is superb and has just a sniff of pronounced stewed melon and juniper. The palette does not disappoint with dry peach, yeast, cabbage. Overall it is soft and welcomes the senses.",5826,Domaine Drouhin,2,red,2023-10-18 12:12:09.295519,2023-10-18 12:12:11.215336
382,2017 Dumont Cellars Muscadel,"This sparkling wine is a pleasure to drink that overwhelms the nose with light stewed grapefruit and cinnamon. The palette has a pronounced flavor of luscious gooseberry, vanilla, mushroom. Overall it is fruit-driven and ends with a lovely long finish.",3090,Leeuwin Estate,2,white,2023-10-18 12:12:11.236239,2023-10-18 12:12:13.240797
383,1992 Richard Group Vermentino,"This dessert wine is well-made and has hints of light juicy nectarine and eucalyptus. The palette dazzles the cheeks with dry peach, vanilla, black olive. Overall it is soft and welcomes the senses.",1772,Chateau Lafitte,2,rosé,2023-10-18 12:12:13.271320,2023-10-18 12:12:15.754505
384,2000 Julien Brands Ugni Blanc,"This rosé wine is pleasant and pleases the nose with pronounced cooked peach and mint. The palette has soft, delicate tannins with sweet passion fruit, coconut, green olive. Overall it is delicate and satisfies.",7284,Catena Zapata,2,red,2023-10-18 12:12:15.779260,2023-10-18 12:12:17.770090
385,2007 Dubois Estates Pinot Grigio,"This dessert wine is enjoyable and pleases the nose with light jammy melon and dill. The palette has soft, delicate tannins with dry gooseberry, vanilla, asparagus. Overall it is tingly and lingers on for what seems like forever.",3500,Cloudy Bay,2,red,2023-10-18 12:12:17.795151,2023-10-18 12:12:21.195889
386,1993 Thomas Partners Syrah,"This white wine is incredible and tickles the nose with pronounced juicy banana and mint. The palette dazzles the cheeks with medium-dry lemon, biscuit, black olive. Overall it is good structure and pleases any crowd.",9995,Chateau Haut Brion,2,white,2023-10-18 12:12:21.213832,2023-10-18 12:12:23.581990
387,2000 Henry Family Wines Chenin Blanc,"This sparkling wine is incredible and pleases the nose with pronounced jammy sultana and liquorice. The palette dazzles the cheeks with dry pear, biscuit, green bell pepper. Overall it is refreshing and lingers on for what seems like forever.",9070,Leeuwin Estate,2,red,2023-10-18 12:12:23.599126,2023-10-18 12:12:26.662307
388,1993 Schneider Group Riesling,"This rosé wine is well-made and delights the nose with pronounced cooked peach and white pepper. The palette has acid that tingles with a flavor of sweet pear, yeast, green bell pepper. Overall it is tannic and pleases any crowd.",239,Barefoot,2,dessert,2023-10-18 12:12:26.686804,2023-10-18 12:12:29.021405
389,1991 Robert Partners Muscat,"This red wine is pleasant and has odors of pronounced cooked raspberry and dill. The palette delights with dry black currant, chocolate, black olive. Overall it is well balanced and makes you yearn for the next sip.",673,Franzia,2,dessert,2023-10-18 12:12:29.046886,2023-10-18 12:12:31.351124
390,2021 Meyer Group Viognier,"This sparkling wine is breath-taking attempt that welcomes the nose with light jammy apricot and ginger. The palette does not disappoint with dry grapefruit, cream, grass. Overall it is delicate and welcomes the senses.",1018,Brancaia,2,red,2023-10-18 12:12:31.374940,2023-10-18 12:12:33.541605
391,1997 Gérard Brands Blaufrankisch,"This rosé wine is incredible and welcomes the nose with pronounced stewed pear and white pepper. The palette has a lingering flavor of dry banana, coconut, forest floor. Overall it is heavy and lacking nothing.",5648,Robert Mondavi,2,sparkling,2023-10-18 12:12:33.563853,2023-10-18 12:12:36.122438
392,2011 Dupuy Family Wines Single Vineyard Carignan,"This dessert wine is breath-taking attempt that has hints of medium ripe pear and juniper. The palette continues on with luscious apricot, cream, asparagus. Overall it is fruit-driven and welcomes the senses.",1743,Joseph Phelps,2,dessert,2023-10-18 12:12:36.150032,2023-10-18 12:12:39.707846
393,1996 Bernard Estates Nebbiolo,"This dessert wine is pleasant and has just a whiff of medium over-ripe gooseberry and mint. The palette does not disappoint with medium-dry nectarine, yeast, grass. Overall it is elegant and leaves you satisfied.",8794,Barefoot,2,sparkling,2023-10-18 12:12:39.742659,2023-10-18 12:12:41.971148
394,1993 Aubry Family Estates Family Select Grenache,"This white wine is pleasant and has just a whiff of medium ripe red apple and white pepper. The palette has a lingering flavor of medium-dry red apple, coconut, asparagus. Overall it is delicate and satisfies.",684,Schramsberg,2,white,2023-10-18 12:12:41.989741,2023-10-18 12:12:46.374260
395,1995 Marie Family Vineyards Ugni Blanc,"This white wine is pleasant and tickles the nose with pronounced stewed banana and lavender. The palette dazzles with dry mango, biscuit, fresh earth. Overall it is harmonious and welcomes any meal.",7248,Louis Jadot,2,dessert,2023-10-18 12:12:46.399336,2023-10-18 12:12:48.516750
396,2005 Paul Group Gewurztraminer,"This red wine is a pleasure to drink that has odors of medium over-ripe fig and fennel. The palette dazzles the cheeks with luscious black cherry, smoke, green olive. Overall it is fruit-driven and makes you yearn for the next sip.",7883,Rodney Strong,2,white,2023-10-18 12:12:48.540696,2023-10-18 12:12:50.743286
397,2014 Barbier Family Vineyards Pinot Blanc,"This white wine is pleasant and welcomes the nose with medium cooked melon and vanilla. The palette dazzles with dry peach, vanilla, forest floor. Overall it is well-integrated and leaves you satisfied.",2158,Gerard Bertrand,2,rosé,2023-10-18 12:12:50.761870,2023-10-18 12:12:52.774064
398,1995 Le gall Family Wines Sangiovese,"This red wine is well-made and tickles the nose with pronounced over-ripe prune and juniper. The palette has acid that tingles with a flavor of dry blueberry, smoke, forest floor. Overall it is soft and makes you yearn for the next sip.",5510,Caymus,2,white,2023-10-18 12:12:52.792343,2023-10-18 12:12:54.586646
399,2014 Dumas Family Vineyards Shiraz,"This sparkling wine is incredible and pleases the nose with pronounced ripe pear and mint. The palette has a lingering flavor of off-dry lychee, coconut, asparagus. Overall it is neutral and leaves you satisfied.",1498,Matua,2,dessert,2023-10-18 12:12:54.606863,2023-10-18 12:12:56.466638
400,2007 Benoit Family Estates Gamay Noir,"This white wine is well-made and has just a sniff of light over-ripe red apple and black pepper. The palette has a pronounced flavor of off-dry melon, vanilla, forest floor. Overall it is fruit-driven and lacking nothing.",4141,Penfolds,2,red,2023-10-18 12:12:56.487559,2023-10-18 12:12:58.208697
401,2005 Berger Wines Reserve Shiraz,"This dessert wine is superb and overwhelms the nose with light cooked nectarine and fennel. The palette has a pronounced flavor of off-dry lemon, coconut, grass. Overall it is elegant and pleases any crowd.",2013,Franzia,2,white,2023-10-18 12:12:58.229935,2023-10-18 12:13:00.006922
402,2005 Morel Group Ugni Blanc,"This sparkling wine is well-made and overwhelms the nose with light cooked sultana and black pepper. The palette continues on with dry nectarine, biscuit, mushroom. Overall it is delicate and welcomes the senses.",7560,Robert Mondavi,2,dessert,2023-10-18 12:13:00.028067,2023-10-18 12:13:01.812581
403,1991 Martin Family Vineyards Tinta Barocca,"This white wine is a pleasure to drink that welcomes the nose with medium ripe banana and ginger. The palette dazzles with dry peach, cream, green bell pepper. Overall it is austere and welcomes any meal.",3812,Matua,2,red,2023-10-18 12:13:01.850929,2023-10-18 12:13:03.643547
404,2009 Perez Family Pinot Noir,"This dessert wine  has hints of medium under-ripe sultana and vanilla. The palette tastes very much like dry lime, cream, grass. Overall it is delicate and leaves you satisfied.",2937,Tattinger,2,dessert,2023-10-18 12:13:03.675029,2023-10-18 12:13:05.419795
405,2001 Leclerc Estates Syrah,"This red wine  starts off with light stewed bramble and ginger. The palette dazzles with dry kirsch, cedar, mushroom. Overall it is delicate and lacking nothing.",9902,Chateau St. Jean,2,white,2023-10-18 12:13:05.441079,2023-10-18 12:13:07.283180
406,1998 Bertrand Family Estates Reserve Palomino,"This red wine is one you'll enjoy that starts off with light juicy strawberry and cinnamon. The palette has soft, delicate tannins with luscious bramble, cedar, forest floor. Overall it is good structure and lingers on for what seems like forever.",4911,Kim Crawford,2,red,2023-10-18 12:13:07.301266,2023-10-18 12:13:09.117394
407,2012 Cousin Partners Single Vineyard Pinot Noir,"This rosé wine  has hints of medium cooked pear and dill. The palette has a delightful touch of luscious pear, vanilla, forest floor. Overall it is well balanced and welcomes the senses.",4105,Lindemans,2,sparkling,2023-10-18 12:13:09.136571,2023-10-18 12:13:10.925990
408,2011 Fleury Group Colombard,"This rosé wine is well-made and has just a sniff of medium stewed lychee and juniper. The palette has a delightful touch of luscious peach, coconut, asparagus. Overall it is refreshing and makes you yearn for the next sip.",1291,Chateau St. Jean,2,dessert,2023-10-18 12:13:10.944657,2023-10-18 12:13:12.709982
409,2015 Baron Family Estates Zinfandel,"This sparkling wine  has hints of light cooked red apple and dill. The palette delights with medium-sweet lemon, coconut, green bell pepper. Overall it is austere and satisfies.",6733,Peter Lehmann,2,white,2023-10-18 12:13:12.734794,2023-10-18 12:13:14.511370
410,1991 Robin Estates Pinot Noir,"This red wine is superb and has hints of medium juicy blackberry and white pepper. The palette does not disappoint with dry cranberry, cedar, cabbage. Overall it is well balanced and lacking nothing.",6658,Tablas Creek,2,rosé,2023-10-18 12:13:14.525452,2023-10-18 12:13:16.310201
411,1993 Masson Cellars Pinot Blanc,"This white wine is well-made and has just a whiff of medium jammy passion fruit and juniper. The palette continues on with luscious melon, cream, forest floor. Overall it is harmonious and welcomes any meal.",6998,Schramsberg,2,rosé,2023-10-18 12:13:16.325253,2023-10-18 12:13:18.086869
412,2020 Vincent Family Vineyards Sangiovese,"This red wine is a pleasure to drink that has hints of pronounced juicy black currant and mint. The palette tastes very much like dry bramble, char, black olive. Overall it is fruit-driven and ends with a lovely long finish.",5642,Bollinger,2,sparkling,2023-10-18 12:13:18.108360,2023-10-18 12:13:19.883110
413,1997 Carpentier Family Estate Vineyard Fumé Blanc,"This rosé wine is incredible and pleases the nose with pronounced jammy lemon and vanilla. The palette fills your mouth with dry sultana, vanilla, green bell pepper. Overall it is elegant and lingers on for what seems like forever.",3015,Kendall-Jackson,2,rosé,2023-10-18 12:13:19.912785,2023-10-18 12:13:21.690992
414,2021 Mathieu Partners Zinfandel,"This red wine is one you'll enjoy that has hints of light ripe raspberry and nutmeg. The palette has a pronounced flavor of sweet fig, smoke, mushroom. Overall it is tingly and leaves you satisfied.",8417,Chateau Margaux,2,white,2023-10-18 12:13:21.707422,2023-10-18 12:13:23.498458
415,2014 Deschamps Wines Carignan,"This sparkling wine is enjoyable and has just a whiff of light under-ripe lemon and vanilla. The palette has a lingering flavor of dry melon, biscuit, black olive. Overall it is good structure and lingers on for what seems like forever.",5459,Robert Mondavi,2,red,2023-10-18 12:13:23.516242,2023-10-18 12:13:25.268206
416,2002 Henry Brands Nebbiolo,"This rosé wine is pleasant and overwhelms the nose with medium stewed banana and cinnamon. The palette has acid that tingles with a flavor of dry sultana, cream, grass. Overall it is harmonious and makes you yearn for the next sip.",7055,Ponzi,2,red,2023-10-18 12:13:25.281364,2023-10-18 12:13:27.060903
417,1993 Marie Partners Tinta Barocca,"This sparkling wine is superb and delights the nose with pronounced over-ripe mango and lavender. The palette dazzles the cheeks with dry pineapple, vanilla, green olive. Overall it is tingly and ends with a lovely long finish.",5836,Marques de Caceres,2,red,2023-10-18 12:13:27.076088,2023-10-18 12:13:29.025134
418,2007 Dumont Family Estates Merlot,"This dessert wine is well-made and starts off with medium jammy passion fruit and liquorice. The palette has soft, delicate tannins with medium-sweet red apple, vanilla, mushroom. Overall it is elegant and makes you yearn for the next sip.",2956,Barefoot,2,rosé,2023-10-18 12:13:29.040371,2023-10-18 12:13:30.821920
419,1991 Picard Group Family Select Clairette Blanche,"This white wine is pleasant and starts off with pronounced under-ripe lychee and black pepper. The palette has acid that tingles with a flavor of dry pear, butter, green olive. Overall it is refreshing and ends with a lovely long finish.",9479,Chateau Haut Brion,2,sparkling,2023-10-18 12:13:30.837053,2023-10-18 12:13:32.577548
420,2006 Roy Brands Crouchen Blanc,"This red wine  starts off with light juicy bramble and dill. The palette delights with dry plum, coffee, forest floor. Overall it is delicate and makes you yearn for the next sip.",2094,Matua,2,dessert,2023-10-18 12:13:32.592396,2023-10-18 12:13:34.428829
421,1998 Le gall Brands Gamay Noir,"This sparkling wine is one you'll enjoy that starts off with pronounced jammy red apple and eucalyptus. The palette dazzles with dry pear, vanilla, green bell pepper. Overall it is heavy and pleases any crowd.",3675,Cloudy Bay,2,sparkling,2023-10-18 12:13:34.442887,2023-10-18 12:13:36.267381
422,1991 Henry Wines Shiraz,"This white wine is well-made and pleases the nose with light ripe melon and dill. The palette dazzles with dry lychee, cream, mushroom. Overall it is tannic and lingers on for what seems like forever.",8933,Kendall-Jackson,2,red,2023-10-18 12:13:36.283201,2023-10-18 12:13:38.099441
423,1998 Charles Wines Verdelho,"This white wine  has just a sniff of pronounced over-ripe lime and juniper. The palette has a lingering flavor of dry sultana, cream, grass. Overall it is tingly and lacking nothing.",8850,Chateau Margaux,2,red,2023-10-18 12:13:38.119499,2023-10-18 12:13:39.860265
424,1990 Garnier Group Cabernet Sauvignon,"This white wine is enjoyable and has hints of pronounced under-ripe peach and cinnamon. The palette does not disappoint with dry peach, cream, green bell pepper. Overall it is good structure and lacking nothing.",5505,Marchesi Antinori,2,dessert,2023-10-18 12:13:39.876029,2023-10-18 12:13:41.655130
425,1995 Roux Family Vineyards Estate Nouvelle,"This sparkling wine is incredible and has hints of medium cooked lychee and white pepper. The palette has a lingering flavor of off-dry lemon, butter, fresh earth. Overall it is neutral and leaves you satisfied.",8701,Bodegas Torres,2,rosé,2023-10-18 12:13:41.669991,2023-10-18 12:13:43.470499
426,1997 Simon Brands Single Vineyard Souzào,"This white wine is superb and has hints of pronounced stewed mango and lavender. The palette dazzles with dry lime, biscuit, green olive. Overall it is delicate and satisfies.",1461,Kendall-Jackson,2,white,2023-10-18 12:13:43.485345,2023-10-18 12:13:45.299157
427,1990 Gaillard Family Cabernet Franc,"This dessert wine is one you'll enjoy that tickles the nose with pronounced cooked melon and fennel. The palette continues on with dry banana, yeast, green bell pepper. Overall it is tingly and makes you yearn for the next sip.",3035,Gerard Bertrand,2,sparkling,2023-10-18 12:13:45.313361,2023-10-18 12:13:47.091637
428,2009 Aubert Family Viognier,"This sparkling wine  overwhelms the nose with pronounced stewed gooseberry and lavender. The palette dazzles with dry nectarine, yeast, green bell pepper. Overall it is mouth-filling and lacking nothing.",3208,Tablas Creek,2,white,2023-10-18 12:13:47.106666,2023-10-18 12:13:48.915056
429,2011 Barbier Wines Sangiovese,"This red wine is pleasant and has just a whiff of medium ripe plum and eucalyptus. The palette dazzles with dry raspberry, resinous, black olive. Overall it is soft and lacking nothing.",3885,Far Niente,2,sparkling,2023-10-18 12:13:48.933309,2023-10-18 12:13:50.718256
430,1990 Berger Group Small Lot Nouvelle,"This red wine is well-made and welcomes the nose with medium over-ripe plum and cinnamon. The palette has a lingering flavor of dry black cherry, chocolate, asparagus. Overall it is heavy and leaves you satisfied.",7415,Louis Martini,2,red,2023-10-18 12:13:50.737894,2023-10-18 12:13:52.536799
431,2011 Guillot Wines Small Lot Malvasia Bianca,"This white wine is pleasant and overwhelms the nose with pronounced jammy lime and juniper. The palette dazzles with luscious grapefruit, coconut, cabbage. Overall it is delicate and makes you yearn for the next sip.",6837,Louis Roederer,2,rosé,2023-10-18 12:13:52.552572,2023-10-18 12:13:54.279826
432,2011 Charpentier Family Wines Chenin Blanc,"This dessert wine is enjoyable and delights the nose with medium jammy gooseberry and ginger. The palette has a lingering flavor of sweet banana, yeast, asparagus. Overall it is delicate and lingers on for what seems like forever.",8779,Louis Roederer,2,sparkling,2023-10-18 12:13:54.294966,2023-10-18 12:13:56.036060
433,1992 Clément Wines Syrah,"This white wine is delightful and has hints of light ripe lime and cinnamon. The palette dazzles with dry red apple, coconut, grass. Overall it is austere and lacking nothing.",4554,Caymus,2,dessert,2023-10-18 12:13:56.051451,2023-10-18 12:13:57.802319
434,1991 Brun Family Vineyards Select Fumé Blanc,"This dessert wine  tickles the nose with light over-ripe red apple and eucalyptus. The palette has soft, delicate tannins with dry gooseberry, cream, fresh earth. Overall it is harmonious and pleases any crowd.",1277,Kim Crawford,2,rosé,2023-10-18 12:13:57.821811,2023-10-18 12:13:59.693475
435,2017 Renault Estates Muscadel,"This red wine is breath-taking attempt that starts off with light juicy kirsch and nutmeg. The palette has soft, delicate tannins with dry plum, chocolate, forest floor. Overall it is refreshing and welcomes any meal.",643,Peter Lehmann,2,rosé,2023-10-18 12:13:59.709844,2023-10-18 12:14:01.455430
436,2022 Morel Family Wines Grenache Blanc,"This rosé wine is a pleasure to drink that delights the nose with medium juicy passion fruit and vanilla. The palette does not disappoint with luscious apricot, yeast, forest floor. Overall it is well balanced and lacking nothing.",7493,Petrus,2,white,2023-10-18 12:14:01.470478,2023-10-18 12:14:03.227852
437,2007 Rémy Wines Estate Vineyard Shiraz,"This white wine is pleasant and starts off with pronounced cooked nectarine and mint. The palette has soft, delicate tannins with dry apricot, biscuit, green olive. Overall it is elegant and lingers on for what seems like forever.",5660,Concha y Toro,2,rosé,2023-10-18 12:14:03.243821,2023-10-18 12:14:04.921051
438,1997 Jean Family Wines Carignan,"This red wine is well-made and welcomes the nose with pronounced over-ripe red currant and eucalyptus. The palette has soft, delicate tannins with dry kirsch, cedar, green bell pepper. Overall it is delicate and welcomes the senses.",4935,Matua,2,dessert,2023-10-18 12:14:04.934273,2023-10-18 12:14:06.610368
439,2001 Thomas Family Wines Estate Chardonnay,"This white wine is pleasant and overwhelms the nose with light juicy green apple and white pepper. The palette continues on with medium-dry lemon, cream, asparagus. Overall it is delicate and makes you yearn for the next sip.",8373,Penfolds,2,dessert,2023-10-18 12:14:06.625805,2023-10-18 12:14:08.322350
440,1993 Hubert Wines Bukettraube,"This dessert wine is well-made and has odors of pronounced stewed apricot and ginger. The palette tastes very much like luscious apricot, coconut, green olive. Overall it is austere and makes you yearn for the next sip.",5601,Moet Chandon,2,dessert,2023-10-18 12:14:08.342451,2023-10-18 12:14:10.053679
441,2008 Faure Family Vineyards Pinotage,"This dessert wine is breath-taking attempt that overwhelms the nose with medium juicy grape and ginger. The palette has soft, delicate tannins with luscious grape, cream, green bell pepper. Overall it is neutral and lacking nothing.",6507,Tattinger,2,red,2023-10-18 12:14:10.066788,2023-10-18 12:14:11.815179
442,1996 Huet Estates Carignan,"This sparkling wine is one you'll enjoy that pleases the nose with medium ripe nectarine and lavender. The palette dazzles with dry sultana, cream, forest floor. Overall it is refreshing and lacking nothing.",7900,Chateau Margaux,2,red,2023-10-18 12:14:11.829751,2023-10-18 12:14:13.726724
443,2012 Carre Family Wines Colombard,"This red wine is pleasant and has odors of pronounced under-ripe bramble and eucalyptus. The palette has a pronounced flavor of dry red cherry, cedar, green olive. Overall it is well balanced and welcomes any meal.",9124,Bollinger,2,white,2023-10-18 12:14:13.740914,2023-10-18 12:14:15.448248
444,2015 Deschamps Family Estates Zinfandel,"This sparkling wine is incredible and has hints of light jammy mango and black pepper. The palette has a pronounced flavor of luscious grapefruit, butter, black olive. Overall it is tingly and welcomes the senses.",7517,Kendall-Jackson,2,sparkling,2023-10-18 12:14:15.463545,2023-10-18 12:14:17.200550
445,2019 Arnaud Partners Viognier,"This sparkling wine is a pleasure to drink that has odors of pronounced over-ripe grapefruit and fennel. The palette has a lingering flavor of dry gooseberry, biscuit, green bell pepper. Overall it is austere and leaves you satisfied.",6399,Kim Crawford,2,dessert,2023-10-18 12:14:17.216627,2023-10-18 12:14:18.932248
446,1990 Bertrand Brands Malvasia Bianca,"This sparkling wine is delightful and delights the nose with pronounced stewed lemon and cinnamon. The palette has acid that tingles with a flavor of dry green apple, biscuit, forest floor. Overall it is well-integrated and ends with a lovely long finish.",2119,Schramsberg,2,white,2023-10-18 12:14:18.945767,2023-10-18 12:14:20.668304
447,2003 Blanchard Cellars Fumé Blanc,"This red wine is pleasant and pleases the nose with pronounced cooked fig and dill. The palette fills your mouth with off-dry plum, smoke, fresh earth. Overall it is mouth-filling and leaves you satisfied.",7103,Domaine Drouhin,2,rosé,2023-10-18 12:14:20.684381,2023-10-18 12:14:22.376905
448,1993 Jacquet Wines Verdelho,"This white wine is incredible and has just a sniff of pronounced juicy mango and lavender. The palette does not disappoint with dry melon, yeast, mushroom. Overall it is soft and lacking nothing.",7936,Barefoot,2,sparkling,2023-10-18 12:14:22.392975,2023-10-18 12:14:24.108135
449,2000 Guyot Family Estates Estate Vineyard Pinotage,"This rosé wine is one you'll enjoy that pleases the nose with pronounced stewed sultana and cinnamon. The palette has soft, delicate tannins with dry sultana, vanilla, cabbage. Overall it is heavy and pleases any crowd.",8801,Dry Creek Vineyard,2,red,2023-10-18 12:14:24.122426,2023-10-18 12:14:25.817549
450,2013 Rodriguez Cellars Single Vineyard Muscat,"This sparkling wine is superb and has odors of light jammy lychee and vanilla. The palette does not disappoint with medium-sweet melon, vanilla, grass. Overall it is tannic and welcomes any meal.",5610,Louis Martini,2,red,2023-10-18 12:14:25.832444,2023-10-18 12:14:27.522370
451,2022 Lévêque Brands Malbec,"This white wine is pleasant and welcomes the nose with light cooked gooseberry and fennel. The palette fills your mouth with medium-sweet mango, biscuit, fresh earth. Overall it is tingly and lingers on for what seems like forever.",9514,Siduri,2,sparkling,2023-10-18 12:14:27.538882,2023-10-18 12:14:29.216244
452,1999 Gérard Family Vineyards Pinot Noir,"This rosé wine  has hints of light ripe sultana and dill. The palette fills your mouth with luscious peach, vanilla, asparagus. Overall it is well-integrated and lingers on for what seems like forever.",569,Moet Chandon,2,red,2023-10-18 12:14:29.229677,2023-10-18 12:14:30.929086
453,2004 Martinez Cellars Small Lot Arbane,"This dessert wine is breath-taking attempt that delights the nose with pronounced over-ripe lychee and dill. The palette has soft, delicate tannins with medium-sweet grape, biscuit, grass. Overall it is delicate and leaves you satisfied.",4628,Robert Mondavi,2,dessert,2023-10-18 12:14:30.945328,2023-10-18 12:14:32.647418
454,2022 Laurent Family Estates Petit Meslier,"This sparkling wine is well-made and pleases the nose with pronounced stewed apricot and lavender. The palette has a pronounced flavor of sweet banana, butter, grass. Overall it is soft and lacking nothing.",4052,Dry Creek Vineyard,2,rosé,2023-10-18 12:14:32.664262,2023-10-18 12:14:34.381856
455,1999 Petit Family Vineyards Pinot Blanc,"This white wine is well-made and pleases the nose with pronounced stewed mango and cinnamon. The palette dazzles the cheeks with dry grapefruit, biscuit, forest floor. Overall it is fruit-driven and pleases any crowd.",7576,Moet Chandon,2,white,2023-10-18 12:14:34.395806,2023-10-18 12:14:36.121950
456,2019 Moreau Cellars Estate Clairette Blanche,"This dessert wine is enjoyable and has just a whiff of medium stewed grapefruit and fennel. The palette delights with sweet gooseberry, cream, black olive. Overall it is refreshing and welcomes any meal.",3853,Louis Roederer,2,dessert,2023-10-18 12:14:36.137060,2023-10-18 12:14:37.840558
457,2000 Nguyen Family Wines Cabernet Franc,"This white wine  overwhelms the nose with light under-ripe nectarine and eucalyptus. The palette has a delightful touch of dry red apple, cream, forest floor. Overall it is good structure and ends with a lovely long finish.",7830,Jacob's Creek,2,rosé,2023-10-18 12:14:37.859050,2023-10-18 12:14:39.625195
458,2008 Thomas Group Estate Roussanne,"This sparkling wine is breath-taking attempt that tickles the nose with light juicy lychee and dill. The palette dazzles the cheeks with dry grape, biscuit, green olive. Overall it is heavy and welcomes the senses.",1225,Catena Zapata,2,sparkling,2023-10-18 12:14:39.640378,2023-10-18 12:14:41.420001
459,1996 Lacroix Estates Nebbiolo,"This dessert wine is pleasant and has just a sniff of pronounced ripe passion fruit and lavender. The palette dazzles the cheeks with dry melon, cream, asparagus. Overall it is fruit-driven and welcomes any meal.",8133,Kim Crawford,2,red,2023-10-18 12:14:41.434253,2023-10-18 12:14:43.238879
460,1992 Louis Group Cabernet Franc,"This red wine is incredible and delights the nose with light juicy kirsch and juniper. The palette delights with sweet blueberry, smoke, green bell pepper. Overall it is soft and ends with a lovely long finish.",1995,Mumm,2,rosé,2023-10-18 12:14:43.255224,2023-10-18 12:14:44.993173
461,1993 Moulin Family Estates Estate Viognier,"This rosé wine is incredible and has just a sniff of light ripe lemon and vanilla. The palette has a delightful touch of dry green apple, vanilla, fresh earth. Overall it is heavy and pleases any crowd.",4778,Grgich Hills,2,white,2023-10-18 12:14:45.007258,2023-10-18 12:14:46.720470
462,1990 Richard Brands Sauvignon Blanc,"This rosé wine is delightful and delights the nose with medium over-ripe grapefruit and black pepper. The palette has a delightful touch of dry peach, biscuit, asparagus. Overall it is well-integrated and makes you yearn for the next sip.",253,Benton Lane,2,red,2023-10-18 12:14:46.734619,2023-10-18 12:14:48.452149
463,2000 Leroy Estates Muscat d'Alexandrie,"This red wine is well-made and pleases the nose with light cooked plum and juniper. The palette does not disappoint with dry red cherry, char, fresh earth. Overall it is heavy and makes you yearn for the next sip.",6596,Grgich Hills,2,rosé,2023-10-18 12:14:48.466697,2023-10-18 12:14:50.162339
464,1995 Fabre Estates Verdelho,"This rosé wine is well-made and has hints of pronounced stewed pear and black pepper. The palette does not disappoint with dry pear, butter, cabbage. Overall it is harmonious and welcomes any meal.",3178,Bollinger,2,rosé,2023-10-18 12:14:50.177600,2023-10-18 12:14:51.886396
